目录,题目类型,大题题干,难易度,,,,,,,
,,请欣赏哈辉的雅乐新唱《子衿》哈辉新雅乐《子衿》.mp4https://v.qq.com/x/page/c0141gojnyz.html青青子衿，_________。纵我不往，子宁不嗣音？青青子佩，悠悠我思。纵我不往，子宁不来？挑兮达兮，在城阙兮。一日不见，如三月兮。——《诗经·郑风·子衿》子，您。衿：衣领。嗣：寄。挑达（tà）：往来轻快的样子。城阙：城楼。【小注】选自《诗经·郑风》，这是一首情致深婉的恋歌。一个女子在城楼上等候她的恋人。“青青子衿”、“青青子佩”，是以恋人的衣饰代指恋人。对方的衣饰给她留下这么深刻的印象，使她念念不忘，可见其相思萦怀之情。如今只等恋人来会，可望穿秋水，不见影儿，浓浓的爱意不由得转化为惆怅与幽怨……答案：悠悠我心,,悠悠我心,,,,,,
,,凡操千曲而后晓声，观千剑而后识器。故圆照之象，务先________。——刘勰《文心雕龙》答案：博观,,博观,,,,,,
,,凡大医治病，必当安神定志，无欲无求，先发大慈恻隐之心，誓愿________________。——《大医精诚》【小注】药王孙思邈的岁数是个谜。他至少活了101岁，很多记载是141岁。《大医精诚》是孙思邈专论医德的旷世名文，对中华医家影响极大。作者以赤诚的济世救人之心，对医家提出了应当志成“大医”的殷切期望，着重论述了欲成大医必须解决的两大问题：一是专就医术而言的“精”，二是专就德行而言的“诚”，即医术要精、德行要诚。不仅仅是医家。答案：普救含灵之苦案例：大医王淑贞 https://www.iqiyi.com/v_19rrhysp1s.html#curid=246695100_a7050012d1ce55e4f9a749d8452dfa42,,普救含灵之苦,,,,,,
,,1927年，王国维去世，陈寅恪为他题写墓志铭，如下：士之读书治学，盖将以脱心志于俗谛之桎梏，真理因得以发扬。思想而不自由，毋宁死耳。斯古今仁贤所同殉之精义，其岂庸鄙之敢望。先生以一死见其独立自由之意志，非所论于一人之恩怨，一姓之兴亡。呜呼！树兹石于讲舍，系哀思而不忘。表哲人之奇节，诉真宰之茫茫。来世不可知者也，先生之著述，或有时而不章。先生之学说，或有时而可商。惟此_________________，自由之思想，历千万祀，与天壤而同久，共三光而永光。答案：独立之精神【小注】民国时期，清华国学四大师：梁启超、王国维、陈寅恪、赵元任。陈寅恪（1890——1969），字鹤寿，江西人。历史学家、古典文学研究家、语言学家、诗人。在清华任教时被称为“教授中的教授”资料库相关推荐：1.讲座：清华大学李学勤——《王国维先生在清华》2.纪录片：上海纪实专题片——《陈寅恪》,,独立之精神,,,,,,
,,我们课程的最后一章是《 _____________ 慧行天下》。《中华文化通识教程》为什么在最后安排这样的章节？愿我们师生共同思考，将课程推入更好的境地。举例说：我国当代中医药行业出现了一个伟大的人物——屠呦呦，她以一颗匠心将中华医药带给全世界，是存古开新，励学利民，以中华文化慧行天下的典范。请欣赏BBC纪录片——BBC纪录片-20世纪最伟大的科学家屠呦呦.mp4,,人文创新,,,,,,
,,礼贤下士的周公周代初年的周公姬旦对于周朝建立是有很大功劳的，他“制礼作乐”，建立了一种典章制度，成为儒学的奠基人。周成王亲政以后大封诸侯，他给周公封的是“鲁”这个地方，周公告诫他的儿子说“你不要因为我是文王的儿子，武王的弟弟，成王的叔叔，我在天下的地位很高，你就可以随便胡来！”周公非常谨慎，非常爱惜人才，有“一饭三吐脯，一沐三握发”之说，他洗头发的时候，总是多次停下来，把自己已经散的头发重新握起来接待宾客。有时候吃一顿饭，也要多次停下来接待宾客。他唯恐自己怠慢就失去了人才，所以史上说他“____________、恭谨待人”。答案：德行宽裕,,德行宽裕,,,,,,
,,手把青秧插满田，低头便见水中天。心地清净方为道，________________。答案：退步原来是向前   ——后梁?契此,,退步原来是向前,,,,,,
,,答案：退步原来是向前手把青秧插满田，低头便见水中天，心地清净方为道，___________。作者: 后梁?契此  ,,退步原来是向前,,,,,,
,,答案：风《周易》八卦是指：乾、坤、震、巽、坎、离、艮、兑。周振甫以为，它代表天、地、水、火、山、泽、雷、______。口诀记忆如下图：卦 名卦形口诀象征物象征意义先天方位后天方位乾?乾三连天健南西北坤?坤三断地顺北西南震?震仰盂雷动东北东艮?艮覆碗山止西北东北离?离中虚火丽东南坎?坎中满水陷西北兑?兑上缺泽悦东南西巽?巽下断风入西南东南,,风,,,,,,
,,华人首富李嘉诚在故乡创办了“汕头大学”，之后，他每年都回汕大参加学生毕业典礼。以下是李嘉诚90岁时，最后一次在汕头大学演讲的片段，是很有深心和智慧的。李嘉诚演讲.mp4请为这一段演讲点题：建立___，追求____。另，题外话：和大家分享走红网络的汕头大学非正式版校歌《大学问》：https://mp.weixin.qq.com/s/_54tZx2BBZFhI8WUI2TQNQ 有家人在汕大工作，我去过多次，李嘉诚对家乡和汕大非常好，也非常上心。,,自我,无我,,,,,
,,天地之大德曰_____。《周易·系辞》（填一字，答案如下文标题）“大德曰生”中国传统哲学是“生”的哲学，孔子所说的“天”其实是指“作育万物”。他以“生”作为天道。《易传》发挥了孔子的思想，说“生生之谓易”，又说“日新之谓盛德”。“生”，就是万物生长，就是创造生命。“生生”就是生而又生，创造又创造！《易传》的意思就是说：天地以“生”为道，以“生”为德。后世的中国儒家知识分子都继承了孔子与《易传》的思想，又影响了广大社会民众。人们强调人的仁心与善心，认为这就像“天地生物之心”，“生”就是仁，就是善。宋代程颐说：“生之性便是仁”，朱熹说“仁是天地之生气”，“仁是生底（的）意思”。社会大众广为流传的谚语有“天地有好生之德”。这种“好生”是非常广大的生命世界。孟子说：“亲亲而仁民，仁民而爱物”，张载说“民吾同胞，物，吾与也。”（人民是自己的兄弟，万物是自己的同类。在这种境界中，人们应各司其职，同时也应对各种人群与万物施以大爱。）宋代程颐说“人与天地一物也”，又说“仁者与天地万物为一体”朱熹说“天地万物本吾一体”，这样的话很多，意思是说，人与万物是同类，所以人应该把爱推广到天地万物。清代大画家郑板桥曾在家书中说“天地生物，一蚁一虫，都心心爱念”，他以为这是天之心，人应该“体天之心以为心”所以他最反对“笼中养鸟”，“我图娱悦，彼在囚牢，何情何理，而必屈物之性以适吾之性乎！”郑板桥接下去说，真正的爱鸟就要多种树，使成为鸟国鸟家。早上起来，一片鸟叫声，鸟很快乐，人也很快乐，这就叫“各适其天”，“各适其天”就是万物能够按照他的自然本性生存，这样作为和万物的同类也能够获得同样的快乐，得到最大的美感。为什么郑板桥能为中国历史上的一流的画家？因为他的“心心爱念”写意着天地万物的生机与生趣，他的心里有无限生机，所以他的眼前有无限生机，笔下有无限生机。其实，历代中国画家的花鸟鱼虫的意象世界，是人与天地万物一体的生命世界。这不仅仅是中国画艺术的境界，放在现代视野中，蕴含着生态哲学与生态伦理学的意涵，体现了中国人的生态意识。,,生,,,,,,
,,人心惟危，道心惟微；惟（ ）惟（ ），允执厥中。——《尚书·大禹谟》试译：人心变幻莫测，道心微妙难明，只有精研专一，诚信的遵守中道，才能对一切有恰如其分的把握，才能成大器。收摄心思，精一执中是极为重要的。很多时候，“精一”是一种笨功夫，但往往就是这样的心思，是最为聪明的做法。曾国藩组建湘军，与太平军对垒13年，硬生生将即将覆灭的大清王朝拉了回来。他不过一介书生，又如何有能力让湘军屡战屡胜呢？其实，他打仗的心法就是“守拙”策略就是“结硬寨，打呆仗”，他打仗不贪小利，不求奇谋，踏踏实实，稳扎稳打，从不打无把握的仗，他总是先让己方占据不败之地，然后慢慢累积细小的优势，最终获胜。答案：1. 精     2. 一,,精,一,,,,,
,,正本清源变法不变本源，而变枝叶，不变全体，而变一端，非徒无效，只增弊耳。——梁启超求木之长者，必先固其根本；求水之长者，必先浚其泉源。——魏征直截根源心所印，摘叶寻枝我不能。——永嘉树德务滋，除恶务尽。——《尚书》君子务_____，本立而道生。——《论语》（填一字，参见今日标题）反本修古，不忘其初。——《礼记》         胡杨是长寿的植物，         生而一千年不死，         死而一千年不倒，         倒而一千年不朽。       沙漠胡杨 庞大而强悍的根系,,本,,,,,,
,,"孔子说：“兴于诗，立于礼，成于（  ）。”（填一个字）意思是说，学习《诗》，可以感发人的精神，使人产生美感；学习《礼》，可以使人的行为得到规范，成为一个文明的人；学习乐（音乐）使人的精神得到升华，感受人生的乐趣，达到一种悦乐的境界。我以为这个“乐”，在现在亦可泛指审美。所以，我们非常强调“美育”。蔡元培先生也极其强调“美育”。同时请大家注意美学家木心先生的话“没有纲领，无法生活”。孔子又说“知之者不如好之者，好之者不如（  ）之者”（填一个字）懂得它的人不如喜爱它的人，喜爱它的人又不如以它为乐的人。悦乐的境界才是最高的境界。孔子有一次和几位学生在一起, 他要学生们谈谈各自的志向。子路、冉有希望有机会治理一个国家，公孙赤希望做一名礼仪官。曾点说: 我的追求和他们三位讲的不一样“莫春者，春服既成，冠者五六人，童子六七人，浴乎沂，风乎舞雩，咏而归。” 意思是说，在暮春时节，穿着春天的服装，和五六位成年人、六七位少年, 在沂水边游泳，在舞雩台上吹吹风, 然后唱着歌回家。”孔子听了“喟然叹日：‘吾与点也！&#39;”我还是比较赞同曾点的追求啊！这是非常有名的一场对话。孔子这四位学生所谈的不同的志向，反映出他们不同的人生境界。孔子的话表明，尽管他十分重视一个人要为社会作贡献，但是在他心目中，一个人应该追求的最高的精神境界，应该是一种人与人和谐、人与自然和谐的境界，是一种审美的境界。受孔子的影响，中国历代思想家都强调，一个人想“学以成人”，不仅要重视自己的知识和学问，更重要的是要拓展自己的胸襟，涵养自己的气象，提升自己的精神境界。不断追求更有意义、更有价值、更有美感的人生。 很多现代学者认为人生境界的学说，乃是中国传统哲学中最有价值的内容。放飞所有的美好，愿大家知之，好之，乐之！",,乐,乐,,,,,
